0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.144971032946660694e+00,-1.526010873122743972e-01,-1.144971032946660694e+00,-1.526010873122743972e-01
-1.142601087312274277e+00,-1.501064076971309336e-01,-1.549710329466606751e-01,-1.501064076971309336e-01
-1.140106407697131008e+00,-1.474804291548746649e-01,-1.526010873122743972e-01,-1.474804291548746649e-01
-1.137480429154877015e+00,-1.447162412156576261e-01,-1.501064076971313499e-01,-1.447162412156575428e-01
-1.134716241777529611e+00,-1.418065784852703126e-01,-1.474804293195679794e-01,-1.418065697006921366e-01
-1.131806570243731436e+00,-1.387437575796759415e-01,-1.447162465872817161e-01,-1.387450434267312738e-01
-1.128906483651463732e+00,-1.355202310342404071e-01,-1.421470635160694551e-01,-1.570742489179591805e-01
-1.158152812655315556e+00,-1.341155588317113900e-01,-1.489712376167077190e-01,-1.367426958503672740e-01
-1.171746354012441094e+00,-1.293794108968869538e-01,-1.505801224620567924e-01,-1.808754199344050906e-01
-1.170773233028562510e+00,-1.799404997138253637e-01,-1.816217955374608839e-01,-1.798858576162608580e-01
-1.169886765875873369e+00,-1.790173133286052654e-01,-1.806871250973337839e-01,-1.788314916406819888e-01
-1.168828520002060056e+00,-1.778694805195957240e-01,-1.797667825243168815e-01,-1.777223710924117073e-01
-1.167704006450530851e+00,-1.767965623373964901e-01,-1.787974637610916795e-01,-1.765882632744247560e-01
-1.166481257454474729e+00,-1.755685236770105351e-01,-1.775868007302833229e-01,-1.556819132768815506e-01
-1.165103659499222566e+00,-1.422503846614806833e-01,-1.765722545043584002e-01,-1.740624652306244358e-01
-1.164060839799353486e+00,-1.730407388942084568e-01,-1.750804853037866149e-01,-1.727201038817863799e-01
-1.162161757094650971e+00,-1.716037535867620534e-01,-1.740193569942823093e-01,-1.713059544853028082e-01
-1.161254489262684819e+00,-1.703928533713790494e-01,-1.724510891635393783e-01,-1.700398009240417785e-01
-1.158922694495669869e+00,-1.687970858496383453e-01,-1.714477111490915195e-01,-1.686089658874488084e-01
-1.158434641856077585e+00,-1.676510832304337062e-01,-1.696380314231580866e-01,-1.672727845162037541e-01
-1.156360608198763851e+00,-1.658252986265447426e-01,-1.681272212427945001e-01,-1.659800947166165663e-01
-1.155856863615464469e+00,-1.647920102286029032e-01,-1.669850184693667527e-01,-1.646347931039306156e-01
-1.153306149755704890e+00,-1.629379290944961700e-01,-1.635806994419161664e-01,-1.631962747197910901e-01
-1.150016526521127957e+00,-1.617360077480581859e-01,-1.622667914966864355e-01,-1.616645925271367745e-01
-1.150990428158829459e+00,-1.596760065989727972e-01,-1.629621866966989019e-01,-1.599286282113231428e-01
-1.148817322417444498e+00,-1.590290437681979308e-01,-1.596704320488466500e-01,-1.580373483821893577e-01
-1.141869115859424078e+00,-1.576575536394631549e-01,-1.590171793039484027e-01,-1.575009998726720206e-01
-1.147776011278754726e+00,-1.567942891969926478e-01,-1.587350504750303370e-01,-1.147620396523483022e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.549710329466606751e-01,-1.501064076971309336e-01,-1.142601087312274277e+00,-1.501064076971309336e-01
-1.526010873122743972e-01,-1.474804291548746649e-01,-1.526010873122743972e-01,-1.474804291548746649e-01
-1.501064076971309336e-01,-1.447162412156575428e-01,-1.501064076971309336e-01,-1.447162412156575428e-01
